Protein,True_Label,Predicted_Label,Confidence,Index,is_negative_control
E8XKQ3,9.B.100,9.B.100,0.6,3998,False
M1W124,9.B.103,9.B.103,0.8,4000,False
B3QN68,9.B.108,9.B.108,0.71,4004,False
D8IUH5,9.B.108,9.B.108,0.89,4006,False
F0VLB1,9.B.11,9.B.11,0.68,4009,False
WP_024123891,9.B.110,9.B.110,0.84,4011,False
WP_047224658,9.B.111,9.B.111,0.97,4018,True
Q8BI84,9.B.113,9.B.113,0.83,4020,False
P0AFY2,9.B.114,9.B.114,0.68,4024,False
F0PUM6,9.B.116,9.B.116,0.98,4026,False
WP_185179402,9.B.116,9.B.116,0.98,4028,False
P45546,9.B.118,9.B.118,0.84,4034,False
WP_051287091,9.B.118,9.B.118,0.99,4038,False
P38631,9.B.119,9.B.119,0.88,4040,False
Q8LPI6,9.B.119,9.B.119,0.45,4044,False
P68178,9.B.12,9.B.12,1.0,4046,False
P87284,9.B.12,9.B.12,1.0,4047,False
P56508,9.B.12,9.B.12,1.0,4056,False
Q46831,9.B.120,9.B.120,1.0,4058,True
NYE48519,9.B.120,9.B.120,1.0,4066,True
P75962,9.B.122,9.B.122,0.94,4067,False
B8B6I6,9.B.123,1.A.117,0.12,4075,False
P64592,9.B.124,9.B.124,1.0,4077,False
C7T8Y9,9.B.124,9.B.124,0.76,4085,False
B7MI53,9.B.124,9.B.124,1.0,4088,False
P0AE14,9.B.125,8.A.104,0.06,4090,False
P37642,9.B.126,9.B.126,1.0,4094,False
I3AVH2,9.B.126,9.B.126,0.99,4095,False
D0DT64,9.B.126,9.B.126,1.0,4103,False
WP_080060548,9.B.127,9.B.127,0.95,4109,False
D7DZ35,9.B.128,9.B.128,0.82,4114,True
B8H2Y5,9.B.13,9.B.13,0.84,4119,False
B3RX02,9.B.130,9.B.130,0.95,4127,True
U6J488,9.B.130,9.B.130,0.44,4129,True
O55100,9.B.130,9.B.130,0.88,4131,True
E7KKW7,9.B.132,9.B.132,0.29,4133,False
E4UA69,9.B.133,9.B.133,0.63,4137,False
I1L1Q2,9.B.134,9.B.134,0.35,4139,False
Q86GS2,9.B.135,9.B.135,1.0,4142,True
Q60EM1,9.B.135,9.B.135,1.0,4148,True
Q9BWQ6,9.B.135,9.B.135,1.0,4153,True
WP_220194381,9.B.136,9.B.136,1.0,4158,False
OPX61096,9.B.136,9.B.136,0.96,4161,False
L7LJ31,9.B.138,9.B.138,0.87,4166,False
O34344,9.B.139,9.B.139,1.0,4168,False
G2NS49,9.B.139,9.B.139,1.0,4169,False
H3P2R4,9.B.141,9.B.141,0.53,4178,False
A6DJZ4,9.B.145,9.B.145,0.64,4181,False
J3JHP8,9.B.145,1.A.13,0.12,4182,False
M2X0J8,9.B.146,9.B.146,0.23,4190,False
P0A6W3,9.B.146,9.B.146,0.92,4191,False
Q9Z550,9.B.15,9.B.15,0.99,4196,False
X6JIS1,9.B.15,9.B.15,1.0,4197,False
F4FBR5,9.B.15,9.B.15,1.0,4199,False
A2BTW4,9.B.150,9.B.150,0.93,4208,False
D2R5K9,9.B.154,9.B.154,0.99,4215,False
OLS31059,9.B.154,9.B.154,1.0,4216,False
AJM78027,9.B.154,9.B.154,1.0,4220,False
C8UN36,9.B.156,9.B.156,0.86,4222,False
C9RAK9,9.B.156,9.B.156,0.99,4226,False
Q9NTM9,9.B.158,9.B.158,0.91,4230,False
Q1CUX7,9.B.160,9.B.160,1.0,4235,False
C6WVE5,9.B.160,9.B.160,1.0,4236,False
D5BDU3,9.B.160,9.B.160,1.0,4238,False
E8X5B7,9.B.160,9.B.160,1.0,4239,False
Q7UTG3,9.B.163,9.B.163,1.0,4249,False
D2QX43,9.B.163,9.B.163,0.97,4251,False
Q7UM60,9.B.163,9.B.163,0.97,4258,False
Q4KI39,9.B.164,9.B.164,0.84,4261,False
Q94AL8,9.B.166,9.B.166,0.6,4264,False
A3UXB5,9.B.167,9.B.167,0.83,4267,False
Q8AA74,9.B.168,9.B.168,0.49,4269,False
A5G9S9,9.B.170,9.B.170,0.93,4274,True
B8FMP7,9.B.170,9.B.170,0.8,4276,True
E4TDD6,9.B.172,9.B.172,0.95,4279,False
WP_014775235,9.B.174,8.A.104,0.2,4285,False
WP_052749134,9.B.174,1.C.111,0.11,4288,False
J9Y628,9.B.176,9.B.176,0.78,4293,False
I3ZIU8,9.B.176,9.B.176,0.78,4295,False
S9VAZ9,9.B.177,9.B.177,0.25,4299,False
Q1CVQ2,9.B.18,9.B.18,0.89,4304,False
P27830,9.B.18,9.B.18,0.66,4308,False
W9ANA0,9.B.182,9.B.182,0.87,4310,False
K0N7U5,9.B.182,9.B.182,0.97,4315,False
W1UBV2,9.B.183,9.B.183,1.0,4316,True
A6MF01,9.B.183,9.B.183,1.0,4317,True
L9Z6H9,9.B.185,9.B.185,0.99,4325,False
D1CEH0,9.B.185,9.B.185,0.99,4331,False
Q9I7K5,9.B.188,9.B.188,1.0,4336,False
Q8SXY6,9.B.188,9.B.188,1.0,4337,False
Q8MNY4,9.B.19,9.B.19,0.83,4343,False
Q8T927,9.B.191,9.B.191,1.0,4347,True
Q5ZKX9,9.B.191,9.B.191,0.97,4353,True
A0Y0J1,9.B.191,9.B.191,1.0,4356,True
O95807,9.B.199,9.B.199,0.98,4358,False
B7FGM3,9.B.199,9.B.199,0.98,4360,False
Q4WGH5,9.B.20,9.B.20,0.99,4368,False
P0AFV2,9.B.20,9.B.20,0.98,4369,False
B9TCJ7,9.B.20,9.B.20,0.98,4372,False
Q6MNC6,9.B.20,9.B.20,1.0,4376,False
R7UE86,9.B.200,9.B.200,0.9,4385,False
W6UES1,9.B.203,9.B.203,0.65,4388,False
E7EYQ9,9.B.204,9.B.204,0.93,4391,False
XP_003064774,9.B.204,9.B.204,0.93,4396,False
Q8N511,9.B.206,9.B.206,0.97,4399,False
G4LVB1,9.B.206,9.B.206,1.0,4404,False
W5L189,9.B.207,9.B.207,0.55,4408,False
P06401,9.B.208,8.A.194,0.15,4413,False
Q13133,9.B.208,9.B.208,0.48,4415,False
Q7CJK3,9.B.209,9.B.209,0.53,4417,False
Q07540,9.B.21,1.C.111,0.06,4419,False
OIO22786,9.B.210,9.B.210,0.94,4425,False
M0K5I6,9.B.210,9.B.210,0.97,4429,False
WP_109489060,9.B.210,9.B.210,1.0,4432,False
B1HGV3,9.B.211,9.B.211,0.71,4435,False
P04288,9.B.212,9.B.212,0.7,4438,False
P48565,9.B.213,9.B.213,0.74,4439,False
R4MM06,9.B.214,9.B.214,0.98,4451,False
WP_068761139,9.B.214,9.B.214,0.91,4453,False
WP_131276719,9.B.214,9.B.214,1.0,4455,False
Q55BP9,9.B.216,9.B.216,0.83,4458,False
Q9ASV5,9.B.216,9.B.216,0.9,4461,False
D4TYE3,9.B.218,9.B.218,0.9,4465,True
WP_014405681,9.B.218,9.B.218,0.98,4467,True
P42603,9.B.221,9.B.221,1.0,4469,False
C4TZN8,9.B.221,9.B.221,1.0,4470,False
ASV44226,9.B.221,9.B.221,1.0,4473,False
A6KZX2,9.B.223,9.B.223,1.0,4487,False
I0G5A7,9.B.223,9.B.223,1.0,4491,False
G9EP97,9.B.223,9.B.223,1.0,4493,False
SMC70286,9.B.225,9.B.225,0.98,4498,True
A4SKX1,9.B.225,9.B.225,0.98,4504,True
L0QS10,9.B.226,9.B.226,1.0,4507,False
C0VZJ6,9.B.226,9.B.226,1.0,4513,False
WP_122820729,9.B.226,9.B.226,1.0,4515,False
Q4DMY3,9.B.228,9.B.228,0.96,4519,False
KIO23915,9.B.228,9.B.228,0.94,4521,False
Q08919,9.B.229,2.B.93,0.48,4527,False
Q04609,9.B.229,9.B.229,0.77,4529,False
Q9NUM4,9.B.23,9.B.23,0.93,4530,False
A8I657,9.B.23,9.B.23,0.93,4532,False
Q9BVX2,9.B.23,9.B.23,0.93,4533,False
G3XN47,9.B.230,9.B.230,0.85,4542,False
K1WSG6,9.B.231,9.B.231,0.89,4547,False
S8GD98,9.B.231,9.B.231,0.88,4550,False
E5SAN1,9.B.232,9.B.232,1.0,4554,False
T1P8Q1,9.B.232,9.B.232,0.98,4555,False
Q4CPH8,9.B.232,9.B.232,1.0,4560,False
E4UAF4,9.B.234,9.B.234,0.83,4563,False
WP_046053143,9.B.237,9.B.237,0.94,4567,False
WP_009488228,9.B.237,9.B.237,0.36,4568,False
KKU35702,9.B.239,9.B.239,0.86,4571,True
WP_015233269,9.B.241,2.A.8,0.1,4582,False
WP_073151285,9.B.241,9.B.241,0.9,4583,False
PIR56717,9.B.243,8.A.104,0.12,4586,False
P37630,9.B.245,9.B.245,0.72,4588,False
Q18KM9,9.B.248,9.B.248,0.93,4590,False
WP_049954298,9.B.248,9.B.248,0.93,4595,False
WP_089376263,9.B.250,9.B.250,0.97,4598,True
WP_081449648,9.B.254,9.B.254,0.84,4604,False
F0ZPF9,9.B.26,9.B.26,0.99,4606,False
A2EH91,9.B.26,9.B.26,0.99,4611,False
WP_103344802,9.B.261,9.B.261,0.31,4613,False
WP_122628452,9.B.263,9.B.263,1.0,4618,False
PIE62953,9.B.263,9.B.263,1.0,4622,False
WP_017304407,9.B.265,9.B.265,0.78,4629,False
PIQ25652,9.B.265,8.A.104,0.15,4630,False
WP_102961726,9.B.273,9.B.273,0.28,4632,False
P37659,9.B.275,9.B.275,0.67,4633,False
G0QX98,9.B.276,9.B.276,0.44,4635,False
Q14118,9.B.277,9.B.277,0.56,4636,False
WP_067579642,9.B.286,9.B.286,0.97,4638,False
Q8N6M3,9.B.287,9.B.287,0.87,4642,False
RDE10902,9.B.296,9.B.296,0.73,4648,False
P81329,9.B.297,9.B.297,0.96,4658,True
Q60336,9.B.297,9.B.297,1.0,4661,True
KAA0001724,9.B.297,9.B.297,0.99,4662,True
WP_332355618,9.B.297,9.B.297,0.98,4666,True
WP_048104312,9.B.299,9.B.299,0.13,4668,False
KKK43087,9.B.300,9.B.300,0.86,4670,False
RJQ44302,9.B.301,9.B.301,0.56,4675,False
WP_015490561,9.B.302,9.B.302,0.92,4676,False
KKK43238,9.B.302,9.B.302,0.92,4677,False
YP_294138,9.B.309,9.B.309,0.99,4686,False
Q45064,9.B.31,9.B.31,0.64,4688,False
YP_001497468,9.B.310,9.B.310,0.71,4689,False
XP_016149115,9.B.314,9.B.314,0.95,4697,False
GBE61450,9.B.314,9.B.314,0.96,4700,False
Q68V05,9.B.315,9.B.315,0.85,4703,False
OEH80241,9.B.315,9.B.315,0.81,4706,False
XP_007269378,9.B.316,9.B.316,0.82,4710,False
RJW66591,9.B.317,9.B.317,0.62,4716,False
RCN37802,9.B.317,9.B.317,1.0,4718,False
B8K566,9.B.32,9.B.32,0.99,4721,False
C7RSB7,9.B.32,9.B.32,0.98,4725,False
G0LIE5,9.B.323,9.B.323,0.95,4731,False
Q97YM6,9.B.323,9.B.323,0.97,4732,False
Q9EP95,9.B.329,9.B.329,0.92,4734,False
Q9BQ08,9.B.329,9.B.329,0.92,4735,False
ADC45923,9.B.33,9.B.33,0.89,4743,True
OPY34595,9.B.33,9.B.33,0.99,4744,True
WP_140455112,9.B.331,9.B.331,0.79,4749,False
RMG30132,9.B.333,9.B.333,0.64,4753,False
P76330,9.B.34,1.C.111,0.17,4758,True
WP_128121392,9.B.34,9.B.34,0.94,4761,True
OLS28508,9.B.349,9.B.349,1.0,4765,False
BAI61771,9.B.349,9.B.349,1.0,4768,False
Q9LVM5,9.B.35,1.C.111,0.12,4774,False
YP_009042119,9.B.350,9.B.350,0.75,4780,False
XP_002128085,9.B.360,9.B.360,1.0,4782,False
XP_014667433,9.B.360,9.B.360,0.98,4785,False
XP_028519638,9.B.362,9.B.362,0.77,4790,False
RZC38043,9.B.362,9.B.362,0.82,4791,False
WP_004102457,9.B.363,9.B.363,0.93,4798,False
XP_017423310,9.B.363,9.B.363,0.9,4799,False
Q9H0C3,9.B.366,9.B.366,0.63,4802,False
OLP91653,9.B.366,9.B.366,0.91,4807,False
GAX93627,9.B.368,9.B.368,1.0,4812,False
XP_014528649,9.B.368,9.B.368,1.0,4815,False
Q8TAA9,9.B.369,9.B.369,0.66,4817,False
THD28296,9.B.369,9.B.369,0.95,4819,False
WP_037624212,9.B.370,9.B.370,0.96,4824,False
WP_129182729,9.B.370,9.B.370,0.96,4825,False
WP_104293812,9.B.370,9.B.370,0.96,4828,False
WP_137231904,9.B.371,9.B.371,1.0,4835,True
WP_221563781,9.B.371,9.B.371,1.0,4840,True
WP_144794409,9.B.371,9.B.371,0.98,4843,True
AIA62279,9.B.375,9.B.375,0.62,4849,False
NP_828859,9.B.376,9.B.376,0.83,4850,False
AWH65912,9.B.378,9.B.378,0.72,4855,False
AWH65880,9.B.379,9.B.379,0.71,4857,False
A0E9B5,9.B.38,1.C.111,0.11,4863,False
WP_071608866,9.B.381,9.B.381,0.89,4865,False
OAT24401,9.B.381,9.B.381,0.89,4869,False
OIK28850,9.B.382,9.B.382,0.81,4871,False
WP_166610308,9.B.383,9.B.383,0.78,4874,False
XP_004337646,9.B.385,9.B.385,0.91,4878,False
HFE64014,9.B.386,9.B.386,0.86,4883,False
WP_075072024,9.B.386,9.B.386,0.98,4886,False
AOV16085,9.B.398,9.B.398,0.99,4891,False
NEV64173,9.B.398,9.B.398,0.83,4892,False
P0A8S5,9.B.4,9.B.4,0.67,4893,False
Q9WW95,9.B.40,9.B.40,0.67,4895,False
WP_044639816,9.B.401,9.B.401,0.97,4898,False
WP_147664275,9.B.402,9.B.402,0.91,4902,False
WP_147664419,9.B.404,9.B.404,0.75,4905,False
WP_147664736,9.B.405,9.B.405,0.8,4909,False
WP_162306615,9.B.408,9.B.408,1.0,4913,False
GAK50019,9.B.408,9.B.408,1.0,4920,False
XP_001611931,9.B.409,9.B.409,0.95,4922,False
XP_001611203,9.B.409,9.B.409,0.95,4927,False
Q16625,9.B.41,9.B.41,0.67,4929,True
I3JWG5,9.B.41,9.B.41,0.75,4930,True
Q6QP93,9.B.410,9.B.410,0.96,4939,False
APT40101,9.B.410,9.B.410,0.98,4940,False
V9HVW9,9.B.411,9.B.411,0.95,4945,False
Q4V9L6,9.B.413,9.B.413,0.67,4948,False
WP_021753393,9.B.415,9.B.415,0.89,4952,False
WP_085622568,9.B.415,9.B.415,0.95,4956,False
WP_157897187,9.B.418,9.B.418,0.97,4962,False
KAF4589549,9.B.418,9.B.418,0.61,4963,False
VDN16159,9.B.422,9.B.422,0.89,4968,False
XP_021346624,9.B.422,9.B.422,0.99,4973,False
XP_009021174,9.B.422,9.B.422,0.99,4974,False
P14679,9.B.423,9.B.423,0.6,4975,False
WP_012729106,9.B.429,9.B.429,0.72,4978,False
Q0EZ69,9.B.43,9.B.43,0.91,4985,False
WP_138319354,9.B.430,9.B.430,0.94,4986,False
WP_024707896,9.B.430,9.B.430,0.94,4989,False
KAF7387768,9.B.432,9.B.432,0.91,4995,False
KPJ06551,9.B.432,9.B.432,0.43,4999,False
KAA8496383,9.B.433,9.B.433,0.88,5003,False
XP_017077840,9.B.433,9.B.433,0.91,5005,False
XP_021391155,9.B.434,9.B.434,0.58,5008,False
OLP90381,9.B.440,9.B.440,0.97,5014,False
XP_011131634,9.B.440,9.B.440,0.9,5016,False
MBS0605543,9.B.443,8.A.104,0.07,5020,False
WP_110324581,9.B.443,9.B.443,0.8,5023,False
Q46867,9.B.444,9.B.444,0.83,5026,False
XP_048367180,9.B.445,9.B.445,0.96,5034,False
AAR12991,9.B.445,9.B.445,0.97,5035,False
XP_049438914,9.B.445,9.B.445,0.95,5036,False
Q96MH6,9.B.446,9.B.446,0.9,5043,False
WP_253878986,9.B.446,9.B.446,0.88,5045,False
Q9NRZ7,9.B.447,9.B.447,0.85,5050,False
P12691,9.B.450,9.B.450,0.81,5055,False
KAJ7992265,9.B.452,9.B.452,0.71,5060,False
XP_050344439,9.B.453,9.B.453,0.98,5064,False
NP_001097762,9.B.453,9.B.453,0.97,5065,False
KAH0723495,9.B.456,9.B.456,0.89,5074,False
KAI8063061,9.B.457,9.B.457,0.93,5079,False
XP_056038692,9.B.459,9.B.459,0.72,5085,False
Q8NVK5,9.B.46,9.B.46,0.5,5086,False
O82089,9.B.462,9.B.462,0.87,5090,True
F4LND9,9.B.50,9.B.50,0.97,5098,True
Q04NU6,9.B.50,9.B.50,0.31,5099,True
W7KYL9,9.B.51,9.B.51,1.0,5103,True
P40046,9.B.51,9.B.51,1.0,5107,True
L9ZK21,9.B.54,9.B.54,0.78,5112,True
B3S9N4,9.B.55,9.B.55,0.88,5120,False
OAJ10018,9.B.57,9.B.57,0.85,5125,True
Q8WVF1,9.B.68,9.B.68,0.52,5126,False
P75028,9.B.73,9.B.73,0.2,5128,False
P76555,9.B.75,9.B.75,0.36,5130,False
Q3C2E8,9.B.76,9.B.76,0.65,5133,False
Q5HYA8,9.B.77,9.B.77,0.91,5134,False
GBP68600,9.B.77,9.B.77,0.87,5136,False
O48670,9.B.82,9.B.82,1.0,5142,False
A4HCA2,9.B.82,9.B.82,1.0,5145,False
Q9RFR9,9.B.83,9.B.83,0.52,5146,False
Q5PR33,9.B.88,9.B.88,0.58,5148,False
Q93DY1,9.B.90,9.B.90,0.68,5150,False
WP_011390608,9.B.90,9.B.90,1.0,5155,False
A6ND01,9.B.92,9.B.92,0.89,5158,False
Q9BSG5,9.B.92,9.B.92,0.89,5161,False
Q8U0F6,9.B.98,9.B.98,0.99,5163,False
M0LLS9,9.B.98,9.B.98,0.98,5169,False
